product_id,name,subcategory,category,start_date,end_date,is_current
OFF-ACC-10000798,"Acco Hole Reinforcements, Economy",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-GRE-10004796,"Green Bar Computer Printout Paper, Multicolor",Paper,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10002305,KeyTronic E03601U1 - Keyboard - Beige,Accessories,Technology,2024-05-28,2024-12-31,True
OFF-PA-10002927,"Enermax Computer Printout Paper, 8.5 x 11",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10004469,"Jiffy Manila Envelope, Recycled",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10002214,X-Rack File for Hanging Folders,Storage,Office Supplies,2024-05-28,2024-12-31,True
TEC-MEM-10003743,"Memorex Numeric Keypad, Bluetooth",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-EN-10000897,"Kraft Mailers, Set of 50",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-KLE-10000050,"Kleencut Trimmer, High Speed",Supplies,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10004596,"Tenex Door Stop, Black",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-LA-10003809,"Novimex Legal Exhibit Labels, Laser Printer Compatible",Labels,Office Supplies,2024-05-28,2024-12-31,True
TEC-MA-10003251,"Konica Phone, White",Machines,Technology,2024-05-28,2024-12-31,True
TEC-PH-10003220,"Cisco Headset, VoIP",Phones,Technology,2024-05-28,2024-12-31,True
OFF-EN-10003728,"Cameo Mailers, with clear poly window",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10004594,"Avery Color Coded Labels, Adjustable",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10000615,"Hon Removable Labels, Adjustable",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-AP-10002165,"Hamilton Beach Blender, White",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10004700,"Cardinal Binder, Durable",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10001074,"Sanford Highlighters, Blue",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10000997,"Fiskars Shears, Easy Grip",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10000227,"OIC Clamps, Metal",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10002335,"Avery Binder Covers, Durable",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-ELI-10001812,"Elite Shears, Easy Grip",Supplies,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10000336,"Enermax Mouse, Bluetooth",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-BI-10003702,"Wilson Jones Binder Covers, Durable",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10001697,"Fiskars Scissors, Easy Grip",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10004780,"Stanley Markers, Blue",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Binders,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Phones,Technology,2024-05-28,2024-12-31,True
OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10002992,"Novimex Removable Labels, 5000 Label Set",Labels,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10002928,"Eldon Light Bulb, Erganomic",Furnishings,Furniture,2024-05-28,2024-12-31,True
TEC-AC-10003681,"SanDisk Mouse, Erganomic",Accessories,Technology,2024-05-28,2024-12-31,True
TEC-AC-10001745,"Memorex Flash Drive, Programmable",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-BI-10002353,GBC VeloBind Cover Sets,Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10002710,"Fiskars Trimmer, High Speed",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10002635,"Accos Thumb Tacks, Metal",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-KRA-10002828,"Kraft Peel and Seal, Security-Tint",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10002169,"Fiskars Letter Opener, High Speed",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10001419,Newell 325,Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10003511,"Kleencut Ruler, High Speed",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10004897,"Tenex Folders, Blue",Storage,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-PA-10004101,Xerox 1894,Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10001006,"Eaton Message Books, Recycled",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10004380,"SanDisk Memo Slips, Multicolor",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-AP-10000696,Holmes Odor Grabber,Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10000740,Xerox 1982,Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10000557,"Tenex Box, Blue",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10001019,"Avery Color Coded Labels, Laser Printer Compatible",Labels,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10003725,"Memorex Flash Drive, Erganomic",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-EN-10000084,"Jiffy Manila Envelope, with clear poly window",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10002848,"Novimex Shipping Labels, Laser Printer Compatible",Labels,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10004773,"Memorex Flash Drive, Bluetooth",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-CUI-10002413,"Cuisinart Coffee Grinder, Black",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10003892,"OIC Push Pins, 12 Pack",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10002022,"Xerox Message Books, 8.5 x 11",Paper,Office Supplies,2024-05-28,2024-12-31,True
FUR-OFF-10001125,"Office Star Rocking Chair, Adjustable",Chairs,Furniture,2024-05-28,2024-12-31,True
FUR-TA-10003855,"Lesro Round Table, with Bottom Storage",Tables,Furniture,2024-05-28,2024-12-31,True
OFF-AR-10004818,"Boston Markers, Easy-Erase",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10003293,"Smead File Cart, Single Width",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Binders,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10002501,Nu-Dell Executive Frame,Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-SU-10003739,"Elite Scissors, Easy Grip",Supplies,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10004713,"Logitech Mouse, Erganomic",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-ST-10001597,"Tenex Box, Single Width",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10003723,"Elite Shears, High Speed",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10001972,"Eaton Message Books, Premium",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10000010,"OIC Staples, Metal",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10003233,"Avery Removable Labels, Alphabetical",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10004068,"Boston Markers, Fluorescent",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10001229,"Fellowes Box, Single Width",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10003911,"Advantus Clamps, Assorted Sizes",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10004989,"Cameo Manila Envelope, Set of 50",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10002955,"Jiffy Interoffice Envelope, with clear poly window",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-STO-10002661,"Stockwell Staples, 12 Pack",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10003077,"Boston Markers, Fluorescent",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10000520,"Stockwell Paper Clips, Bulk Pack",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10001454,"Cameo Manila Envelope, with clear poly window",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10004246,"Fiskars Letter Opener, Easy Grip",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10003034,"SanDisk Memo Slips, 8.5 x 11",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-SAN-10003644,"Sanford Markers, Blue",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10003651,"Elite Ruler, Serrated",Supplies,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Accessories,Technology,2024-05-28,2024-12-31,True
TEC-PH-10001644,"BlueLounge Milo Smartphone Stand, White/Metallic",Phones,Technology,2024-05-28,2024-12-31,True
TEC-PH-10000647,"Samsung Office Telephone, VoIP",Phones,Technology,2024-05-28,2024-12-31,True
OFF-BI-10004553,"Cardinal Binder, Clear",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10004067,"Stockwell Rubber Bands, 12 Pack",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
FUR-TA-10004353,"Chromcraft Wood Table, with Bottom Storage",Tables,Furniture,2024-05-28,2024-12-31,True
OFF-SU-10000885,"Elite Box Cutter, Steel",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10001309,"Stockwell Thumb Tacks, 12 Pack",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10004833,Macally Suction Cup Mount,Phones,Technology,2024-05-28,2024-12-31,True
FUR-OFF-10001187,"Office Star Chairmat, Black",Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-AR-10000444,"BIC Highlighters, Blue",Art,Office Supplies,2024-05-28,2024-12-31,True
FUR-TA-10004050,"Lesro Coffee Table, Fully Assembled",Tables,Furniture,2024-05-28,2024-12-31,True
OFF-AR-10000340,"Boston Pens, Water Color",Art,Office Supplies,2024-05-28,2024-12-31,True
TEC-SAN-10004181,"SanDisk Keyboard, USB",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Paper,Office Supplies,2024-05-28,2024-12-31,True
FUR-IKE-10003796,"Ikea Stackable Bookrack, Metal",Bookcases,Furniture,2024-05-28,2024-12-31,True
TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Accessories,Technology,2024-05-28,2024-12-31,True
OFF-BIC-10004826,"BIC Canvas, Easy-Erase",Art,Office Supplies,2024-05-28,2024-12-31,True
TEC-STA-10000699,"StarTech Phone, Red",Machines,Technology,2024-05-28,2024-12-31,True
OFF-EN-10004788,"Cameo Manila Envelope, Recycled",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10001176,"Sanford Pens, Water Color",Art,Office Supplies,2024-05-28,2024-12-31,True
TEC-LOG-10001123,"Logitech Memory Card, Bluetooth",Accessories,Technology,2024-05-28,2024-12-31,True
TEC-KON-10000091,"Konica Calculator, Red",Machines,Technology,2024-05-28,2024-12-31,True
OFF-BI-10001507,"Ibico Binder, Durable",Binders,Office Supplies,2024-05-28,2024-12-31,True
FUR-CH-10003875,"Office Star Swivel Stool, Set of Two",Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-LA-10001402,"Smead Color Coded Labels, 5000 Label Set",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10004431,"Fellowes Trays, Single Width",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10001570,"Sanford Canvas, Water Color",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10002790,"Stockwell Push Pins, 12 Pack",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-HAR-10004896,"Harbour Creations Color Coded Labels, Laser Printer Compatible",Labels,Office Supplies,2024-05-28,2024-12-31,True
FUR-ADV-10004395,"Advantus Door Stop, Durable",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-LA-10000604,"Harbour Creations Color Coded Labels, Laser Printer Compatible",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10004303,"Jiffy Mailers, Recycled",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
FUR-CH-10001220,"Harbour Creations Chairmat, Set of Two",Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-EN-10002850,"Ames Manila Envelope, Recycled",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-ST-10004330,"Smead Folders, Single Width",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10003103,"GlobeWeis Manila Envelope, with clear poly window",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10002616,"Green Bar Parchment Paper, Multicolor",Paper,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10002075,AT&T EL51110 DECT,Phones,Technology,2024-05-28,2024-12-31,True
OFF-PA-10001620,"SanDisk Memo Slips, Recycled",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10001659,"Cardinal Index Tab, Clear",Binders,Office Supplies,2024-05-28,2024-12-31,True
FUR-RUB-10003699,"Rubbermaid Light Bulb, Duo Pack",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-GLO-10001348,"GlobeWeis Manila Envelope, Security-Tint",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10000271,"Harbour Creations Shipping Labels, Alphabetical",Labels,Office Supplies,2024-05-28,2024-12-31,True
TEC-OKI-10003770,"Okidata Receipt Printer, Durable",Machines,Technology,2024-05-28,2024-12-31,True
OFF-FA-10000467,"Stockwell Push Pins, 12 Pack",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10002709,"Advantus Clock, Erganomic",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-FA-10003789,"Accos Push Pins, Metal",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10003132,"Fellowes Box, Blue",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10000789,"Kleencut Box Cutter, Serrated",Supplies,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furnishings,Furniture,2024-05-28,2024-12-31,True
FUR-FU-10002486,"Advantus Clock, Durable",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-BI-10001568,"Ibico Binder Covers, Economy",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10004938,"Fiskars Trimmer, Steel",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-SAN-10004706,"SanDisk Note Cards, Premium",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-ADV-10001124,"Advantus Clamps, 12 Pack",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10002841,"Cardinal Binding Machine, Durable",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10001294,"Avery Shipping Labels, Adjustable",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10001904,"Cardinal Binder Covers, Durable",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10000356,"Boston Highlighters, Fluorescent",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-KIT-10001245,"KitchenAid Blender, Black",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10004673,"Eaton Note Cards, Multicolor",Paper,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10001956,Microsoft Arc Touch Mouse,Accessories,Technology,2024-05-28,2024-12-31,True
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-BI-10003806,"Avery Index Tab, Clear",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10002360,"SanDisk Computer Printout Paper, 8.5 x 11",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10004177,"Wilson Jones 3-Hole Punch, Durable",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-XER-10001454,"Xerox Parchment Paper, Multicolor",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-STI-10002262,"Stiletto Box Cutter, High Speed",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10002791,"OIC Push Pins, Assorted Sizes",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10002925,"Enermax Cards & Envelopes, Multicolor",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10002533,"Wilson Jones Binding Machine, Economy",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10003642,"Wilson Jones Binder, Economy",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10004550,"GlobeWeis Interoffice Envelope, Recycled",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-XER-10003495,"Xerox Cards & Envelopes, Premium",Paper,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10001278,"Enermax Flash Drive, USB",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-LA-10003217,"Smead File Folder Labels, Laser Printer Compatible",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10000506,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-BOS-10001386,"Boston Sketch Pad, Water Color",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10000087,"Accos Clamps, Assorted Sizes",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10002916,"Apple Speaker Phone, with Caller ID",Phones,Technology,2024-05-28,2024-12-31,True
OFF-AP-10004919,"Hamilton Beach Blender, White",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-AP-10002753,"Cuisinart Toaster, Red",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10001188,"Novimex Shipping Labels, Adjustable",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10004545,Avery 50,Labels,Office Supplies,2024-05-28,2024-12-31,True
TEC-AC-10000152,"Logitech Flash Drive, Erganomic",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-AR-10003321,"BIC Highlighters, Water Color",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10003977,"Stockwell Rubber Bands, 12 Pack",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10000721,"Ibico Binder Covers, Recycled",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10004148,"Smead File Folder Labels, 5000 Label Set",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10002677,"BIC Pencil Sharpener, Easy-Erase",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-SAN-10001074,"SanDisk Message Books, Premium",Paper,Office Supplies,2024-05-28,2024-12-31,True
TEC-CO-10003633,"Canon Ink, Laser",Copiers,Technology,2024-05-28,2024-12-31,True
OFF-ELD-10003918,"Eldon Folders, Wire Frame",Storage,Office Supplies,2024-05-28,2024-12-31,True
TEC-KON-10002482,"Konica Phone, Red",Machines,Technology,2024-05-28,2024-12-31,True
OFF-BOS-10002705,"Boston Highlighters, Fluorescent",Art,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10001575,"Samsung Office Telephone, VoIP",Phones,Technology,2024-05-28,2024-12-31,True
OFF-ST-10001890,"Eldon Trays, Industrial",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10004411,"Avery File Folder Labels, 5000 Label Set",Labels,Office Supplies,2024-05-28,2024-12-31,True
TEC-SAN-10000740,"SanDisk Numeric Keypad, Bluetooth",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-ST-10003764,"Tenex Box, Industrial",Storage,Office Supplies,2024-05-28,2024-12-31,True
TEC-OKI-10001454,"Okidata Calculator, Durable",Machines,Technology,2024-05-28,2024-12-31,True
OFF-ST-10001646,"Fellowes Box, Wire Frame",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10001602,"Sanford Canvas, Water Color",Art,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10003303,"Cisco Office Telephone, Cordless",Phones,Technology,2024-05-28,2024-12-31,True
OFF-BI-10001294,Fellowes Binding Cases,Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-AP-10000600,"KitchenAid Coffee Grinder, Silver",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10004846,"Acme Box Cutter, Serrated",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-HAM-10004471,"Hamilton Beach Coffee Grinder, Silver",Appliances,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10002645,"Green Bar Computer Printout Paper, Recycled",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-JIF-10000165,"Jiffy Business Envelopes, Recycled",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10003708,"Green Bar Computer Printout Paper, Premium",Paper,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10001977,"Deflect-O Frame, Erganomic",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-LA-10003271,"Novimex Shipping Labels, Adjustable",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10004462,"Ames Peel and Seal, Security-Tint",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-LA-10000236,"Avery Color Coded Labels, Laser Printer Compatible",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10004215,"Binney & Smith Canvas, Fluorescent",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10002369,"Eaton Parchment Paper, Multicolor",Paper,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10001915,"Rubbermaid Stacking Tray, Black",Furnishings,Furniture,2024-05-28,2024-12-31,True
FUR-FU-10004640,"Tenex Light Bulb, Durable",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-AR-10002797,"Sanford Highlighters, Blue",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-BIN-10000327,"Binney & Smith Markers, Water Color",Art,Office Supplies,2024-05-28,2024-12-31,True
FUR-ELD-10000335,"Eldon Door Stop, Durable",Furnishings,Furniture,2024-05-28,2024-12-31,True
FUR-FU-10000060,"Advantus Light Bulb, Duo Pack",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-LA-10002034,Avery 478,Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-SAN-10003285,"Sanford Pens, Fluorescent",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10004296,"Rogers Box, Single Width",Storage,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10002630,"Tenex Clock, Erganomic",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-BI-10000081,"Ibico Index Tab, Clear",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10000296,"Cameo Business Envelopes, Security-Tint",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Phones,Technology,2024-05-28,2024-12-31,True
OFF-PA-10001385,"Xerox Memo Slips, 8.5 x 11",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-SME-10001853,"Smead Folders, Blue",Storage,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10004797,"Tenex Stacking Tray, Erganomic",Furnishings,Furniture,2024-05-28,2024-12-31,True
TEC-AC-10000115,"SanDisk Keyboard, USB",Accessories,Technology,2024-05-28,2024-12-31,True
OFF-HOO-10002715,"Hoover Coffee Grinder, White",Appliances,Office Supplies,2024-05-28,2024-12-31,True
FUR-CH-10001347,"SAFCO Steel Folding Chair, Black",Chairs,Furniture,2024-05-28,2024-12-31,True
OFF-ST-10004317,"Smead Folders, Blue",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10001867,"Acco Binder Covers, Recycled",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-BI-10004250,"Cardinal 3-Hole Punch, Recycled",Binders,Office Supplies,2024-05-28,2024-12-31,True
OFF-AME-10004759,"Ames Manila Envelope, with clear poly window",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10003150,"Eldon Door Stop, Erganomic",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-PA-10003418,"Enermax Memo Slips, Multicolor",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-FA-10000838,"Stockwell Push Pins, Assorted Sizes",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10003485,"Elite Letter Opener, Easy Grip",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10002334,"Novimex Removable Labels, Adjustable",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10001162,"GlobeWeis Mailers, Set of 50",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
TEC-MA-10000684,"Okidata Calculator, White",Machines,Technology,2024-05-28,2024-12-31,True
OFF-AR-10002499,"Binney & Smith Pencil Sharpener, Easy-Erase",Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-SU-10002831,"Acme Scissors, High Speed",Supplies,Office Supplies,2024-05-28,2024-12-31,True
FUR-FU-10003036,"Eldon Door Stop, Durable",Furnishings,Furniture,2024-05-28,2024-12-31,True
OFF-FA-10002084,"Accos Thumb Tacks, 12 Pack",Fasteners,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10003898,"Ames Peel and Seal, Set of 50",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-PA-10001720,"Xerox Parchment Paper, Multicolor",Paper,Office Supplies,2024-05-28,2024-12-31,True
OFF-KLE-10004771,"Kleencut Shears, Serrated",Supplies,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10004737,"Avery Shipping Labels, 5000 Label Set",Labels,Office Supplies,2024-05-28,2024-12-31,True
OFF-EN-10004755,"Cameo Business Envelopes, Set of 50",Envelopes,Office Supplies,2024-05-28,2024-12-31,True
OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,Art,Office Supplies,2024-05-28,2024-12-31,True
OFF-ST-10000442,"Rogers Box, Wire Frame",Storage,Office Supplies,2024-05-28,2024-12-31,True
OFF-LA-10000692,"Avery Legal Exhibit Labels, Adjustable",Labels,Office Supplies,2024-05-28,2024-12-31,True
